iter	MultiClass
240	0.05444378683
241	0.05417103604
242	0.05387403722
243	0.05352016154
244	0.05316559925
245	0.05286625884
246	0.05257283329
247	0.05228261762
248	0.05200184584
249	0.05175549452
250	0.05155970807
251	0.05131398848
252	0.05106296034
253	0.05078579065
254	0.0505471882
255	0.05033018198
256	0.05012348286
257	0.04991008387
258	0.0496763769
259	0.0493593297
260	0.04911900757
261	0.04889962733
262	0.0486952654
263	0.04847061291
264	0.04822706603
265	0.04801118295
266	0.04784156257
267	0.04751836829
268	0.04732643678
269	0.04711741479
270	0.04693051666
271	0.04670671445
272	0.0465441536
273	0.04634144065
274	0.04614127323
275	0.0459212811
276	0.04567529386
277	0.04545730811
278	0.04529754758
279	0.04513450055
280	0.04496402266
281	0.04480366749
282	0.04457497475
283	0.04434899956
284	0.04417988494
285	0.04400023352
286	0.04375718031
287	0.043597174
288	0.04341631185
289	0.04326550382
290	0.04306246287
291	0.0428822695
292	0.04271467415
293	0.04255461724
294	0.04238628188
295	0.04222043268
296	0.04205159072
297	0.04188764036
298	0.04172662762
299	0.04156015293
300	0.04137759781
301	0.04122661585
302	0.04099294083
303	0.04081680078
304	0.04067245795
305	0.04049741067
306	0.04033727103
307	0.04021381765
308	0.04004260549
309	0.03988724139
310	0.0397143491
311	0.03956283429
312	0.03939265998
313	0.03920862315
314	0.0390919181
315	0.03896026942
316	0.03882117863
317	0.0386835996
318	0.03853152135
319	0.03839003432
320	0.03825318571
321	0.03811473258
322	0.03791310519
323	0.03771360423
324	0.03758628737
325	0.03747831219
326	0.03732375523
327	0.03719506088
328	0.03701747419
329	0.03688104433
330	0.03676306176
331	0.0366374651
332	0.0365017333
333	0.03638268872
334	0.03625882925
335	0.03613915384
336	0.03601865454
337	0.03587534356
338	0.03574777762
339	0.03562839127
340	0.03551523118
341	0.03540157716
342	0.03525675126
343	0.03512430144
344	0.03498036225
345	0.03487787697
346	0.0347681303
347	0.03464320248
348	0.03450184974
349	0.0343837463
350	0.03426459137
351	0.03416939079
352	0.03405894056
353	0.03395759689
354	0.03385027054
355	0.03372722296
356	0.03360158062
357	0.03349566561
358	0.03334404337
359	0.03322248845
360	0.03313113268
361	0.03301828779
362	0.03291514883
363	0.03281711722
364	0.03271076547
365	0.0326027696
366	0.03248466258
367	0.03237623235
368	0.03225978179
369	0.0321604059
370	0.03206287407
371	0.03195360153
372	0.03185733566
373	0.03176031623
374	0.03164389481
375	0.03154216919
376	0.03145881714
377	0.03131839103
378	0.03123858997
379	0.03110585844
380	0.0310195974
381	0.03090715071
382	0.03081462581
383	0.03069138923
384	0.03060224584
385	0.03050549314
386	0.03038276178
387	0.03026485078
388	0.03018957528
389	0.03010588239
390	0.03003406942
391	0.02991520036
392	0.02983541084
393	0.02975625985
394	0.02967233311
395	0.02957692739
396	0.02948629916
397	0.02940375462
398	0.02930282824
399	0.02923582224
400	0.02916008124
401	0.02908176691
402	0.02900990434
403	0.02893001373
404	0.02883063887
405	0.02874290258
406	0.02867387466
407	0.02857389874
408	0.02847947041
409	0.02836383958
410	0.02828562383
411	0.02819860648
412	0.02812109543
413	0.02803246452
414	0.02796128738
415	0.02788880665
416	0.02781653533
417	0.02775910579
418	0.02768568923
419	0.02761462588
420	0.02752035698
421	0.02745266738
422	0.0273335416
423	0.02725210822
424	0.02714263461
425	0.02706226661
426	0.02700453853
427	0.02694420222
428	0.02686840591
429	0.02678112534
430	0.02670020203
431	0.02663093771
432	0.02655354323
433	0.02649603931
434	0.02642910237
435	0.02635471537
436	0.02625903871
437	0.02619310859
438	0.02609642866
439	0.02603285743
440	0.02597925424
441	0.02587934077
442	0.02579542663
443	0.02572571414
444	0.02567029984
445	0.02559512651
446	0.02554401646
447	0.02548471679
448	0.02542600013
449	0.02536245227
450	0.02526973705
451	0.02521019781
452	0.02514987776
453	0.02508944161
454	0.02502796874
455	0.02496219797
456	0.02487185204
457	0.02481327259
458	0.02473808997
459	0.02468192875
460	0.0246129245
461	0.0245463112
462	0.02449195143
463	0.02441127791
464	0.02436542795
465	0.02429180084
466	0.02424510031
467	0.02419652029
468	0.02413377991
469	0.02405760262
470	0.02401504662
471	0.02395224123
472	0.02386883787
473	0.02379257131
474	0.02373468288
475	0.02366528642
476	0.02360631531
477	0.02352076655
478	0.02345780618
479	0.02338064349
480	0.02331346272
481	0.02325163962
482	0.02320249816
483	0.02314297047
484	0.02308724676
485	0.02303709614
486	0.0229892092
487	0.02292054321
488	0.02286986988
489	0.02281200196
490	0.02275760952
491	0.02270628201
492	0.02264924711
493	0.02259339752
494	0.02255224315
495	0.02250598607
496	0.02244325704
497	0.02239154017
498	0.02233600753
499	0.02226864362
500	0.02222355345
501	0.0221762814
502	0.0221161314
503	0.02207388023
504	0.02202548463
505	0.02198524645
506	0.0219265549
507	0.02187694153
508	0.02182610164
509	0.02177239462
510	0.02171985789
511	0.02166967611
512	0.02160270733
513	0.02156452977
514	0.02152360628
515	0.02145858311
516	0.02140817479
517	0.02136384795
518	0.02131429317
519	0.02126739585
520	0.02122196856
521	0.02117779589
522	0.02112644098
523	0.02106603439
524	0.02101873783
525	0.02095404478
526	0.02089464763
527	0.02085679556
528	0.02080840796
529	0.02076029522
530	0.02071412647
531	0.02066834693
532	0.02060921944
533	0.02054353913
534	0.02050961916
535	0.02045937187
536	0.02041960286
537	0.0203788786
538	0.02032258809
539	0.02027237872
540	0.02022099139
541	0.02018801214
542	0.02014887731
543	0.02009079685
544	0.02005517871
545	0.02002112321
546	0.01998227087
547	0.01993246138
548	0.01989221738
549	0.01984893517
550	0.01981203096
551	0.01976543068
552	0.01972668178
553	0.01968825208
554	0.01965277783
555	0.01961580875
556	0.01957843783
557	0.01953499442
558	0.01949320361
559	0.01945661136
560	0.01942155968
561	0.01937937008
562	0.01934370073
563	0.019313915
564	0.0192744616
565	0.01923462131
566	0.01918156372
567	0.01915160839
568	0.01911223124
569	0.01907680752
570	0.01903692702
571	0.01898379433
572	0.01894789098
573	0.01890376872
574	0.01886374683
575	0.01882389808
576	0.01878288546
577	0.01874499811
578	0.01870865291
579	0.01866944204
580	0.0186421963
581	0.01861248942
582	0.01858094263
583	0.01853845163
584	0.01850737143
585	0.01846660682
586	0.01842164243
587	0.01838354974
588	0.01834718946
589	0.01831317633
590	0.01828462976
591	0.01824866181
592	0.01819698592
593	0.01816376981
594	0.01813233904
595	0.01810188694
596	0.01806797796
597	0.01803537556
598	0.01800552747
599	0.01795937025
600	0.01792195431
601	0.0178915984
602	0.01786051711
603	0.01781099485
604	0.01777796061
605	0.01774129624
606	0.01771478593
607	0.01767217434
608	0.01762768703
609	0.01758441272
610	0.01753994906
611	0.01751016817
612	0.0174650692
613	0.01743904427
614	0.01740847922
615	0.01737468197
616	0.01734608699
617	0.01731885593
618	0.0172883639
619	0.01725098507
620	0.01721885018
621	0.01717859395
622	0.01714447937
623	0.01710449681
624	0.01708053551
625	0.01705391552
626	0.01702140052
627	0.01699010885
628	0.01696498885
629	0.01693874947
630	0.01690247333
631	0.01687094806
632	0.0168322992
633	0.01680721115
634	0.0167753742
635	0.01674706185
636	0.01671894754
637	0.0166908378
638	0.01665946081
639	0.01663417519
640	0.01660231017
641	0.01657594683
642	0.0165486203
643	0.01651673818
644	0.01648798611
645	0.01646161085
646	0.01643443412
647	0.01640728361
648	0.01638023058
649	0.01635240354
650	0.01632228324
651	0.01629568688
652	0.01626058065
653	0.01623078854
654	0.01620486872
655	0.01618084466
656	0.01615157807
657	0.0161259381
658	0.01610220575
659	0.01607296443
660	0.01604913926
661	0.01602027612
662	0.01599598796
663	0.01597220673
664	0.01594488224
665	0.01592028491
666	0.01589562157
667	0.01586929203
668	0.01584016991
669	0.01580913284
670	0.01578093307
671	0.01575488289
672	0.01572826682
673	0.0157014426
674	0.01567588527
675	0.01565321023
676	0.01562867805
677	0.01560415417
678	0.01557392358
679	0.01554996648
680	0.01552634664
681	0.01550570072
682	0.01548320835
683	0.0154652962
684	0.01544304818
685	0.01541994267
686	0.01539002519
687	0.0153643234
688	0.01533764105
689	0.01531381536
690	0.01528610039
691	0.01525712401
692	0.01522901633
693	0.0151959735
694	0.0151700756
695	0.01514665232
696	0.01511789793
697	0.01509690799
698	0.01506616207
699	0.01504329692
700	0.01502233835
701	0.01500079751
702	0.01497635293
703	0.01495377451
704	0.01493171147
705	0.01490989938
706	0.01487821493
707	0.01485069618
708	0.01482366679
709	0.01479740992
710	0.01476987249
711	0.01475124582
712	0.01472078226
713	0.01470343201
714	0.0146802764
715	0.01465946101
716	0.01463006158
717	0.01460412779
718	0.01457770887
719	0.01455696395
720	0.0145411569
721	0.01452372523
722	0.0145023277
723	0.01447587418
724	0.0144521332
725	0.01443231608
726	0.01440762458
727	0.0143892106
728	0.01436316918
729	0.01434402113
730	0.01431346426
731	0.01428918754
732	0.01426371836
733	0.01424111264
734	0.01419696375
735	0.01417215088
736	0.01414701601
737	0.01412739416
738	0.01410762917
739	0.01408743149
740	0.01407104054
741	0.01404789923
742	0.01402560147
743	0.01399703297
744	0.01397722305
745	0.01394660255
746	0.01392630835
747	0.01390739536
748	0.01387709394
749	0.01386183908
750	0.01384234041
751	0.01382366454
752	0.01380502397
753	0.01377668871
754	0.01375437118
755	0.01373522354
756	0.01371146337
757	0.01369309156
758	0.01367476436
759	0.01365398992
760	0.01363209095
761	0.01361393076
762	0.01358779393
763	0.01356691977
764	0.01354456302
765	0.01352511326
766	0.01350989054
767	0.01348598377
768	0.01346108532
769	0.01343629335
770	0.0134136813
771	0.01339717211
772	0.01337980943
773	0.01336224271
774	0.01334661505
775	0.01332699859
776	0.01331220737
777	0.01329468785
778	0.01327549397
779	0.01325136769
780	0.01323535547
781	0.01321833763
782	0.01319777007
783	0.01317182124
784	0.01315369494
785	0.01313564545
786	0.01311054691
787	0.01309506066
788	0.01308106271
789	0.01306355111
790	0.01304915526
791	0.01303231636
792	0.01301228232
793	0.01298821911
794	0.01297329797
795	0.01295796839
796	0.01294362406
797	0.01291864208
798	0.01290251733
799	0.01288863798
800	0.01286778998
801	0.01284727962
802	0.01283140857
803	0.01281481507
804	0.01279812427
805	0.01278139802
806	0.01276413655
807	0.0127445353
808	0.01272891924
809	0.01271334606
810	0.01268799407
811	0.01267218575
812	0.01265729287
813	0.01263998342
814	0.01261815438
815	0.01259997929
816	0.01258293365
817	0.01256582956
818	0.0125421495
819	0.01252464179
820	0.01251008794
821	0.01249424639
822	0.01247458397
823	0.01246015184
824	0.01244251169
825	0.0124232849
826	0.01240759933
827	0.01239047904
828	0.01237293067
829	0.01235381186
830	0.01233766649
831	0.01231680655
832	0.01230020744
833	0.01228067562
834	0.01226343696
835	0.01224665839
836	0.01223002328
837	0.01220950817
838	0.01219322598
839	0.01217700197
840	0.01216301861
841	0.0121482627
842	0.01212507968
843	0.0121106147
844	0.01209632403
845	0.01208194713
846	0.01206952839
847	0.01205469911
848	0.01203475489
849	0.01202299943
850	0.01200646268
851	0.01199215424
852	0.01197101311
853	0.01195770312
854	0.01194302656
855	0.01192169319
856	0.01190469838
857	0.01189034444
858	0.0118781734
859	0.01186636352
860	0.01185260052
861	0.01183590298
862	0.01182092785
863	0.0118069178
864	0.01179500551
865	0.01177567621
866	0.0117600157
867	0.01174615276
868	0.0117298015
869	0.01171522284
870	0.0117023939
871	0.01168844671
872	0.01167397421
873	0.01165438197
874	0.0116388241
875	0.01162547103
876	0.01161385953
877	0.0115941363
878	0.01157671976
879	0.01156372286
880	0.01154840977
881	0.01153372723
882	0.01152038608
883	0.01150588456
884	0.01149356819
885	0.01147536983
886	0.01146049953
887	0.01144710062
888	0.01143335242
889	0.01142175485
890	0.01141102863
891	0.0113978611
892	0.01138423308
893	0.01136944827
894	0.01135680983
895	0.01133903671
896	0.01132785887
897	0.01131267454
898	0.01129717761
899	0.0112828855
900	0.01127050398
901	0.01125274404
902	0.0112398178
903	0.01122595951
904	0.01121403478
905	0.01119962258
906	0.01118630908
907	0.01117073674
908	0.01116031279
909	0.01114709323
910	0.0111323518
911	0.01111367226
912	0.01109951582
913	0.01108739083
914	0.01107280955
915	0.01106157238
916	0.01104705862
917	0.01103366674
918	0.0110158359
919	0.01100190648
920	0.01098857114
921	0.01097844406
922	0.01096781987
923	0.01095282665
924	0.01093768044
925	0.0109204564
926	0.01090161648
927	0.01088899873
928	0.01087264336
929	0.01086072197
930	0.01084898124
931	0.01083509484
932	0.01082350011
933	0.01081317349
934	0.01079705751
935	0.01078572635
936	0.0107731138
937	0.01075990218
938	0.01074660427
939	0.0107357
940	0.01072454916
941	0.01071290301
942	0.01070163314
943	0.01068806297
944	0.0106772768
945	0.01066625155
946	0.01065667479
947	0.01064549193
948	0.01063430465
949	0.01062086819
950	0.01060888321
951	0.010599242
952	0.01058786883
953	0.01057364015
954	0.01056038936
955	0.01054984151
956	0.01054049497
957	0.01052914709
958	0.01051829989
959	0.01050798279
960	0.01049915617
961	0.01048519446
962	0.01047494275
963	0.01046283066
964	0.01045116717
965	0.01043817824
966	0.01042678882
967	0.01041478744
968	0.01040370434
969	0.01039186577
970	0.01038196588
971	0.01037134868
972	0.01036060455
973	0.01034919007
974	0.0103387906
975	0.01032370243
976	0.01030832719
977	0.01029610503
978	0.01027903728
979	0.01026738818
980	0.01025737814
981	0.01024671414
982	0.01023426155
983	0.01022564346
984	0.01020930913
985	0.01019734184
986	0.01018563543
987	0.01016995248
988	0.01015895189
989	0.01014469152
990	0.01013336097
991	0.01012333944
992	0.01011438627
993	0.01010483592
994	0.01009570498
995	0.01008603444
996	0.01007251486
997	0.01006251591
998	0.01005367172
999	0.01003971512
