iter	Logloss
214	0.5710429899
215	0.5707849553
216	0.5705165057
217	0.5703103594
218	0.5700871781
219	0.5698768654
220	0.5696916829
221	0.5694527787
222	0.5692578463
223	0.5690570335
224	0.5686359919
225	0.5683977979
226	0.5680601969
227	0.5677399514
228	0.5675778077
229	0.5674960704
230	0.5672407605
231	0.5670201148
232	0.5668373803
233	0.5665178646
234	0.5663893759
235	0.5662167807
236	0.5660939566
237	0.5657678275
238	0.565492031
239	0.5653581245
240	0.5651724541
241	0.5649099432
242	0.5647657258
243	0.5645704196
244	0.5643111088
245	0.5640665367
246	0.5636894271
247	0.5633474748
248	0.5630815076
249	0.5630143906
250	0.5629946192
251	0.5628297177
252	0.5627270547
253	0.5623826276
254	0.5620427092
255	0.5618854939
256	0.5616421487
257	0.5614922869
258	0.561250501
259	0.5610282904
260	0.5607411849
261	0.5604872785
262	0.5604080612
263	0.560287619
264	0.5600783064
265	0.5598586351
266	0.5595044643
267	0.5592629603
268	0.5590808601
269	0.5589258285
270	0.5585527837
271	0.5583110958
272	0.5581859296
273	0.5581267916
274	0.5577491107
275	0.5577348179
276	0.5575214107
277	0.5571747022
278	0.5569792193
279	0.5569009032
280	0.5567878548
281	0.5565815946
282	0.5564211896
283	0.5561385189
284	0.5558390646
285	0.5556363708
286	0.5555777738
287	0.555118332
288	0.5550606496
289	0.5548534549
290	0.5545868434
291	0.554462536
292	0.5542600902
293	0.5542116752
294	0.5541284609
295	0.5540162531
296	0.5539326698
297	0.5537758861
298	0.5533625225
299	0.5531618543
300	0.5529057778
301	0.5528885298
302	0.5526704398
303	0.5524328474
304	0.5522635893
305	0.5520770842
306	0.5519517394
307	0.5517990015
308	0.5514776249
309	0.5512336629
310	0.5508962405
311	0.5506416126
312	0.5504685395
313	0.5503280249
314	0.5501317872
315	0.5499774444
316	0.5498340345
317	0.5494859799
318	0.5493012878
319	0.5491897614
320	0.5490478495
321	0.5488234671
322	0.5487927583
323	0.5485819421
324	0.5484710441
325	0.5483419399
326	0.5482039552
327	0.5481450095
328	0.5480682362
329	0.5479302139
330	0.5478424677
331	0.5476361473
332	0.5473694276
333	0.5472661065
334	0.5470746617
335	0.5469075132
336	0.5466396099
337	0.5465334681
338	0.546337665
339	0.5461186493
340	0.5460831446
341	0.5459833106
342	0.5458706537
343	0.5457230914
344	0.5454804867
345	0.5451612553
346	0.5449925414
347	0.5448685699
348	0.5446688234
349	0.5445390101
350	0.544294557
351	0.544103034
352	0.543978642
353	0.5438654744
354	0.543796641
355	0.5436291213
356	0.5433703904
357	0.5432255398
358	0.5429927439
359	0.542851262
360	0.5427183244
361	0.5426517793
362	0.5425076696
363	0.5421761135
364	0.541976723
365	0.5419130453
366	0.5415719021
367	0.5415105204
368	0.5412598216
369	0.5408040562
370	0.5405974046
371	0.5405295798
372	0.5403774953
373	0.5402090613
374	0.5400771689
375	0.5399235299
376	0.5397856371
377	0.5395791186
378	0.5392556021
379	0.5391581618
380	0.5389310847
381	0.5386558064
382	0.5385578962
383	0.5383937947
384	0.5381362806
385	0.5378963031
386	0.5377079461
387	0.5374839651
388	0.5373155566
389	0.5372153504
390	0.53706843
391	0.5370040116
392	0.536910491
393	0.5367421773
394	0.5366340259
395	0.536466424
396	0.5363618056
397	0.536202546
398	0.5360036308
399	0.5357771442
400	0.5356966043
401	0.5355323591
402	0.5353545804
403	0.5352165693
404	0.5350745921
405	0.5349844485
406	0.5348843302
407	0.5347122141
408	0.5346075636
409	0.5344956831
410	0.5342827369
411	0.5342112023
412	0.5340954659
413	0.5339581962
414	0.5336110921
415	0.5334223846
416	0.5333035921
417	0.5331328092
418	0.5329870227
419	0.5328595634
420	0.532710359
421	0.5325242619
422	0.5321989411
423	0.5320917475
424	0.5319826243
425	0.5318180964
426	0.5317114272
427	0.5316298365
428	0.5314741968
429	0.5312006063
430	0.5309564263
431	0.5306644663
432	0.5306410476
433	0.5304864741
434	0.5303888054
435	0.5301873437
436	0.5300444466
437	0.5297407181
438	0.5296893452
439	0.5294378568
440	0.5293565391
441	0.5291549582
442	0.529048438
443	0.528924776
444	0.5287448515
445	0.528660785
446	0.5285604723
447	0.5283666112
448	0.5282427404
449	0.5281468831
450	0.5279369161
451	0.5278154995
452	0.5276346759
453	0.5273375709
454	0.5272831761
455	0.5271177589
456	0.5268346142
457	0.5265887152
458	0.5264215001
459	0.5262431384
460	0.5259999721
461	0.525936647
462	0.525831178
463	0.5256975814
464	0.5255246315
465	0.5252454577
466	0.5251554637
467	0.5250208231
468	0.5249114362
469	0.5246623692
470	0.5246094329
471	0.5244236811
472	0.5243853132
473	0.524295545
474	0.5242213126
475	0.5241276558
476	0.5239876201
477	0.523719215
478	0.5236707035
479	0.523495826
480	0.523391749
481	0.5230976171
482	0.5230673378
483	0.5230269091
484	0.5228300789
485	0.5227324584
486	0.5226764688
487	0.522544186
488	0.5224837383
489	0.5223224914
490	0.5221727273
491	0.5221158839
492	0.5220428384
493	0.5218857453
494	0.5218691881
495	0.5217706758
496	0.52152617
497	0.5214153531
498	0.5212705357
499	0.5212026312
500	0.5210494822
501	0.5209417925
502	0.5208246329
503	0.5206901625
504	0.5205678973
505	0.5204052568
506	0.5201775871
507	0.5200316312
508	0.5199045521
509	0.5197692073
510	0.5196380729
511	0.5196010383
512	0.519244907
513	0.5191289622
514	0.5189777026
515	0.5189419083
516	0.5188364918
517	0.5187150503
518	0.5186370896
519	0.5185141538
520	0.5184180659
521	0.5182300352
522	0.518024234
523	0.5178476885
524	0.51780081
525	0.5176868661
526	0.5176482259
527	0.5175960225
528	0.5175096893
529	0.5173570539
530	0.5170125847
531	0.5169294785
532	0.5168185856
533	0.5167417931
534	0.5166163828
535	0.5164094063
536	0.5161749095
537	0.5160566032
538	0.5158951963
539	0.515793568
540	0.5155149535
541	0.5154106445
542	0.5153202975
543	0.5151679227
544	0.5149510151
545	0.5148165998
546	0.5144632898
547	0.5143814675
548	0.5143028312
549	0.5140553383
550	0.5137810353
551	0.5136812732
552	0.5135154168
553	0.5132616066
554	0.5131087633
555	0.5129390609
556	0.512856528
557	0.5127393153
558	0.5126017407
559	0.512398379
560	0.5121915001
561	0.5120685567
562	0.5120580496
563	0.5119361638
564	0.5118143606
565	0.5116473734
566	0.5116215478
567	0.5114199236
568	0.5112345861
569	0.5108962568
570	0.5107142912
571	0.5106278422
572	0.510364517
573	0.510136182
574	0.5100640969
575	0.5099588339
576	0.5097841034
577	0.5096645756
578	0.5095208458
579	0.5093516625
580	0.5092672838
581	0.5091216506
582	0.5089307523
583	0.5088245446
584	0.5087008974
585	0.5086509708
586	0.5084293148
587	0.5083215494
588	0.5081646266
589	0.5079435429
590	0.5078895316
591	0.5076981228
592	0.5076467525
593	0.507482447
594	0.507274163
595	0.5070422776
596	0.5070016333
597	0.5069370345
598	0.5067782974
599	0.5065035154
600	0.5063159592
601	0.5060282451
602	0.5059637266
603	0.5058171309
604	0.5056795494
605	0.5054898281
606	0.5052481057
607	0.5051289592
608	0.5049805951
609	0.5048586569
610	0.5047717872
611	0.5046807664
612	0.5045960785
613	0.5044777123
614	0.5041917093
615	0.5040090628
616	0.5038884071
617	0.5036580389
618	0.5035767746
619	0.5034813911
620	0.5033315343
621	0.5033109173
622	0.5030271055
623	0.5028444143
624	0.5027032259
625	0.5026177694
626	0.5023742093
627	0.5022125093
628	0.5021505426
629	0.5020638676
630	0.5019825391
631	0.501824866
632	0.5017073497
633	0.5015053022
634	0.5013476024
635	0.5011993282
636	0.5011341516
637	0.5008539792
638	0.5006618116
639	0.500505731
640	0.5003959876
641	0.5000739216
642	0.4998247639
643	0.4995754179
644	0.4995257255
645	0.4994657735
646	0.4994417097
647	0.4992486207
648	0.498985426
649	0.4988855925
650	0.4987651767
651	0.4985581764
652	0.4985372836
653	0.4983691007
654	0.4982732137
655	0.4979996913
656	0.4977845251
657	0.4976303896
658	0.4973824127
659	0.4972866655
660	0.4972076417
661	0.496989704
662	0.496805492
663	0.4967565896
664	0.4965562027
665	0.4964857123
666	0.4963261989
667	0.4961228013
668	0.496083538
669	0.4959714912
670	0.4957426028
671	0.4956803945
672	0.4954410703
673	0.4952321572
674	0.4950886237
675	0.494947413
676	0.4949284657
677	0.4948530255
678	0.4946574963
679	0.494420285
680	0.4941685769
681	0.4941529472
682	0.4939957544
683	0.4937917279
684	0.4935208557
685	0.4934313366
686	0.4932393003
687	0.4930301443
688	0.4929736097
689	0.4928132645
690	0.4927374489
691	0.4924385102
692	0.4923246125
693	0.4922274664
694	0.4921681661
695	0.4920076926
696	0.4919101435
697	0.491652305
698	0.4914904762
699	0.491362377
700	0.4913609275
701	0.4912055032
702	0.4910909744
703	0.4909395039
704	0.4909253387
705	0.4908281894
706	0.4905886224
707	0.4904070291
708	0.4902400877
709	0.4901756872
710	0.4901270194
711	0.4900454057
712	0.4899217811
713	0.489869432
714	0.48975749
715	0.4896648853
716	0.4895954532
717	0.4895863299
718	0.4892667173
719	0.4890849397
720	0.4889481289
721	0.4888444479
722	0.48875545
723	0.4885177767
724	0.4884714602
725	0.4883985341
726	0.488223065
727	0.4881548568
728	0.4877747694
729	0.4877145258
730	0.487602499
731	0.4872817059
732	0.4871059272
733	0.4869702929
734	0.4867063152
735	0.4866319918
736	0.4864489741
737	0.4863163283
738	0.4861962643
739	0.4860956308
740	0.4858636407
741	0.485738394
742	0.4856390029
743	0.485464254
744	0.4852538346
745	0.484899701
746	0.4846059976
747	0.4844346578
748	0.4843726762
749	0.4841332
750	0.483921901
751	0.4837820468
752	0.4836272572
753	0.4834520389
754	0.4833609069
755	0.4832418083
756	0.4831908951
757	0.4828467888
758	0.4827402848
759	0.4826085178
760	0.4824663764
761	0.4823119544
762	0.4820956974
763	0.4817238927
764	0.4815645091
765	0.4814222004
766	0.4810518047
767	0.4810004727
768	0.48091652
769	0.4808197512
770	0.4806690616
771	0.4805942007
772	0.4803444202
773	0.4801471518
774	0.4799029299
775	0.4797119682
776	0.4795575678
777	0.4794335672
778	0.4792000322
779	0.4790335357
780	0.478958945
781	0.4787003662
782	0.4785832219
783	0.4784074997
784	0.4783580512
785	0.4781427242
786	0.4780991402
787	0.4778967072
788	0.4775954402
789	0.4774083796
790	0.4770725819
791	0.4769009112
792	0.4766304254
793	0.4762441853
794	0.4760439096
795	0.4759873679
796	0.4756309394
797	0.4755151212
798	0.4753535539
799	0.4752646203
800	0.475130345
801	0.4750634424
802	0.4748813696
803	0.474639385
804	0.4744004701
805	0.4742727297
806	0.474212938
807	0.4739538232
808	0.4736072597
809	0.4735070578
810	0.4733366742
811	0.4731913262
812	0.4730151995
813	0.4728581556
814	0.472813128
815	0.472700455
816	0.4725646756
817	0.4725079362
818	0.4722442124
819	0.4720382877
820	0.4717844249
821	0.4715803927
822	0.471338887
823	0.4711875285
824	0.4710447971
825	0.4709638538
826	0.4708435294
827	0.4706262797
828	0.4704510055
829	0.4702119688
830	0.4700797866
831	0.4699510109
832	0.4698866827
833	0.4696773962
834	0.4696404576
835	0.4694492382
836	0.4693895092
837	0.469297035
838	0.4691943298
839	0.4690333724
840	0.4686948058
841	0.4685462927
842	0.4683099057
843	0.4681864077
844	0.4677844812
845	0.4674428639
846	0.4671347852
847	0.4668166032
848	0.4665489135
849	0.4664554305
850	0.4662106959
851	0.4661710931
852	0.4661210198
853	0.4659834495
854	0.4658527687
855	0.4656467545
856	0.465383901
857	0.4651963923
858	0.4649925055
859	0.4649191571
860	0.4647180363
861	0.464487185
862	0.4642951366
863	0.4640500429
864	0.4638536781
865	0.4636081475
866	0.4634995649
867	0.4634542899
868	0.4632921965
869	0.4631235874
870	0.4628622566
871	0.4625764605
872	0.4623339811
873	0.4621857712
874	0.4620972058
875	0.4620117403
876	0.4618541055
877	0.4617573189
878	0.4615002859
879	0.4613618765
880	0.4612265345
881	0.4610590197
882	0.4609208988
883	0.460734784
884	0.4604589656
885	0.4603276978
886	0.4600832549
887	0.460005368
888	0.4598984242
889	0.4598626565
890	0.4595749808
891	0.459384079
892	0.4592122411
893	0.4589005218
894	0.458723983
895	0.4586939383
896	0.4586501434
897	0.4584949932
898	0.4582923374
899	0.4580439544
900	0.4579470195
901	0.4577521445
902	0.4576173876
903	0.4574153576
904	0.4572145841
905	0.457025549
906	0.4568360635
907	0.4567625823
908	0.4566624818
909	0.4564175175
910	0.4561529082
911	0.4559111868
912	0.4557725277
913	0.4556778031
914	0.4555800369
915	0.4554071294
916	0.4551462345
917	0.4550303043
918	0.4548572752
919	0.4545935697
920	0.4544440986
921	0.4543509876
922	0.4542355373
923	0.4541493044
924	0.4540802688
925	0.4540408425
926	0.4539159928
927	0.4537944275
928	0.4536851267
929	0.4534733438
930	0.4533550819
931	0.4530974519
932	0.4530494571
933	0.4527841155
934	0.4526758271
935	0.4524304079
936	0.4522562369
937	0.4521834197
938	0.4519913816
939	0.4516456176
940	0.4515221503
941	0.4512323437
942	0.4511075513
943	0.4508817319
944	0.4507702251
945	0.4507233629
946	0.4505688634
947	0.450519492
948	0.4504374814
949	0.4501758848
950	0.450134461
951	0.4499522808
952	0.4498176102
953	0.4496940844
954	0.4495232637
955	0.4493776861
956	0.4492120644
957	0.4490482554
958	0.4488904063
959	0.4487472818
960	0.4485312697
961	0.4483322681
962	0.4481653135
963	0.4479874898
964	0.4478700957
965	0.4477472727
966	0.4475748009
967	0.4474668204
968	0.4471900298
969	0.4470098114
970	0.4469202372
971	0.4466421738
972	0.4465306857
973	0.4463664362
974	0.4463455384
975	0.4462966825
976	0.4462665642
977	0.4459489875
978	0.445825347
979	0.445656644
980	0.4456182091
981	0.4455060118
982	0.4454441632
983	0.445350596
984	0.4452112507
985	0.4451582173
986	0.4449793128
987	0.4447822259
988	0.4446212164
989	0.4444358394
990	0.4441628671
991	0.4439342021
992	0.4436229656
993	0.4434481449
994	0.4433280026
995	0.4431793313
996	0.4430204127
997	0.4429594855
998	0.4428458372
999	0.4426758269
